# Wins,# Losses,# Ties
5092,3561,673
5092,3562,673
5092,3563,673
5092,3564,673
5092,3565,673
5092,3566,673
5093,3566,673
5093,3566,674
5093,3567,674
5094,3567,674
5095,3567,674
5095,3568,674
5096,3568,674
5096,3569,674
5097,3569,674
5098,3569,674
5098,3570,674
5099,3570,674
5099,3571,674
5100,3571,674
5100,3571,675
5101,3571,675
5101,3572,675
5101,3573,675
5102,3573,675
5102,3574,675
5102,3574,676
5102,3574,677
5102,3575,677
5103,3575,677
5103,3576,677
5104,3576,677
5105,3576,677
5106,3576,677
5107,3576,677
5107,3577,677
5108,3577,677
5109,3577,677
5110,3577,677
5110,3578,677
5110,3579,677
5111,3579,677
5112,3579,677
5113,3579,677
5114,3579,677
5115,3579,677
5116,3579,677
5117,3579,677
5118,3579,677
5119,3579,677
5119,3580,677
5119,3581,677
5120,3581,677
5121,3581,677
5122,3581,677
5123,3581,677
5124,3581,677
5125,3581,677
5126,3581,677
5126,3581,678
5127,3581,678
5128,3581,678
5129,3581,678
5130,3581,678
5131,3581,678
5131,3582,678
5132,3582,678
5132,3583,678
5132,3583,679
5132,3584,679
5132,3585,679
5132,3586,679
5132,3586,680
5132,3587,680
5133,3587,680
5134,3587,680
5134,3588,680
5135,3588,680
5136,3588,680
5136,3589,680
5137,3589,680
5138,3589,680
5139,3589,680
5139,3590,680
5139,3590,681
5139,3590,682
5139,3591,682
5139,3592,682
5140,3592,682
5140,3592,683
5141,3592,683
5141,3592,684
5141,3592,685
5141,3592,686
5141,3593,686
5142,3593,686
5143,3593,686
5143,3594,686
5144,3594,686
5144,3595,686
5144,3596,686
5145,3596,686
5145,3597,686
5146,3597,686
5146,3598,686
5147,3598,686
5147,3599,686
5148,3599,686
5148,3600,686
5148,3601,686
5149,3601,686
5150,3601,686
5151,3601,686
5152,3601,686
5153,3601,686
5154,3601,686
5155,3601,686
5155,3602,686
5155,3603,686
5156,3603,686
5157,3603,686
5158,3603,686
5159,3603,686
5159,3604,686
5159,3605,686
5160,3605,686
5161,3605,686
5162,3605,686
5163,3605,686
5164,3605,686
5165,3605,686
5166,3605,686
5167,3605,686
5167,3606,686
5168,3606,686
5169,3606,686
5170,3606,686
5170,3606,687
5170,3607,687
5171,3607,687
5171,3608,687
5171,3609,687
5172,3609,687
5173,3609,687
5173,3610,687
5173,3611,687
5173,3612,687
5174,3612,687
5175,3612,687
5176,3612,687
5176,3613,687
5177,3613,687
5178,3613,687
5178,3614,687
5179,3614,687
5179,3615,687
5180,3615,687
5181,3615,687
5182,3615,687
5182,3616,687
5183,3616,687
5184,3616,687
5184,3617,687
5185,3617,687
5185,3618,687
5185,3619,687
5186,3619,687
5187,3619,687
5187,3620,687
5187,3621,687
5187,3621,688
5188,3621,688
5189,3621,688
5190,3621,688
5191,3621,688
5191,3622,688
5192,3622,688
5193,3622,688
5194,3622,688
5194,3623,688
5195,3623,688
5196,3623,688
5197,3623,688
5197,3623,689
5197,3624,689
5198,3624,689
5199,3624,689
5200,3624,689
5201,3624,689
5201,3625,689
5201,3626,689
5201,3626,690
5202,3626,690
5202,3626,691
5202,3626,692
5202,3627,692
5203,3627,692
5204,3627,692
5204,3628,692
5205,3628,692
5206,3628,692
5207,3628,692
5208,3628,692
5209,3628,692
5209,3629,692
5210,3629,692
5211,3629,692
5211,3630,692
5211,3631,692
5212,3631,692
5212,3632,692
5212,3633,692
5213,3633,692
5213,3634,692
5214,3634,692
5215,3634,692
5216,3634,692
5216,3635,692
5216,3636,692
5217,3636,692
5218,3636,692
5218,3637,692
5219,3637,692
5220,3637,692
5220,3638,692
5220,3639,692
5221,3639,692
5221,3640,692
5221,3641,692
5222,3641,692
5222,3641,693
5222,3641,694
5222,3642,694
5222,3643,694
5222,3644,694
5223,3644,694
5224,3644,694
5225,3644,694
5225,3644,695
5226,3644,695
5227,3644,695
5227,3644,696
5228,3644,696
5229,3644,696
5230,3644,696
5230,3645,696
5230,3646,696
5230,3647,696
5231,3647,696
5232,3647,696
5232,3648,696
5233,3648,696
5233,3649,696
5233,3649,697
5234,3649,697
5234,3650,697
5234,3651,697
5234,3651,698
5234,3651,699
5235,3651,699
5236,3651,699
5236,3652,699
5237,3652,699
5237,3652,700
5238,3652,700
5238,3652,701
5239,3652,701
5239,3653,701
5240,3653,701
5241,3653,701
5241,3654,701
5241,3655,701
5241,3656,701
5241,3656,702
5241,3657,702
5241,3658,702
5242,3658,702
5243,3658,702
5244,3658,702
5244,3659,702
5245,3659,702
5245,3660,702
5246,3660,702
5247,3660,702
5247,3661,702
5247,3662,702
5248,3662,702
5249,3662,702
5250,3662,702
5250,3663,702
5250,3664,702
5250,3665,702
5250,3666,702
5251,3666,702
5251,3667,702
5252,3667,702
5252,3668,702
5252,3669,702
5253,3669,702
5254,3669,702
5254,3670,702
5254,3671,702
5254,3672,702
5254,3673,702
5254,3674,702
5255,3674,702
5255,3675,702
5256,3675,702
5257,3675,702
5257,3676,702
5257,3677,702
5257,3678,702
5258,3678,702
5258,3679,702
5259,3679,702
5259,3680,702
5259,3681,702
5259,3682,702
5260,3682,702
5260,3683,702
5261,3683,702
5262,3683,702
5263,3683,702
5263,3684,702
5264,3684,702
5265,3684,702
5265,3685,702
5266,3685,702
5267,3685,702
5267,3686,702
5268,3686,702
5268,3687,702
5269,3687,702
5270,3687,702
5270,3688,702
5271,3688,702
5272,3688,702
5273,3688,702
5273,3689,702
5274,3689,702
5275,3689,702
5276,3689,702
5277,3689,702
5277,3690,702
5277,3691,702
5278,3691,702
5279,3691,702
5279,3692,702
5280,3692,702
5281,3692,702
5282,3692,702
5283,3692,702
5284,3692,702
5285,3692,702
5286,3692,702
5287,3692,702
5287,3693,702
5287,3694,702
5287,3695,702
5288,3695,702
5289,3695,702
5290,3695,702
5291,3695,702
5291,3695,703
5292,3695,703
5293,3695,703
5293,3696,703
5294,3696,703
5295,3696,703
5295,3697,703
5296,3697,703
5297,3697,703
5297,3698,703
5298,3698,703
5299,3698,703
5300,3698,703
5301,3698,703
5302,3698,703
5303,3698,703
5303,3699,703
5303,3700,703
5303,3701,703
5303,3702,703
5304,3702,703
5305,3702,703
5305,3703,703
5306,3703,703
5306,3703,704
5306,3704,704
5307,3704,704
5308,3704,704
5308,3705,704
5308,3706,704
5309,3706,704
5309,3707,704
5309,3708,704
5310,3708,704
5311,3708,704
5311,3708,705
5311,3709,705
5311,3710,705
5311,3711,705
5312,3711,705
5312,3712,705
5312,3713,705
5312,3713,706
5312,3714,706
5312,3715,706
5313,3715,706
5314,3715,706
5315,3715,706
5316,3715,706
5317,3715,706
5317,3716,706
5317,3717,706
5318,3717,706
5319,3717,706
5319,3718,706
5319,3719,706
5320,3719,706
5321,3719,706
5322,3719,706
5322,3719,707
5322,3720,707
5323,3720,707
5324,3720,707
5325,3720,707
5326,3720,707
5327,3720,707
5327,3721,707
5327,3722,707
5328,3722,707
5328,3723,707
5328,3724,707
5329,3724,707
5330,3724,707
5330,3725,707
5331,3725,707
5331,3725,708
5332,3725,708
5332,3726,708
5332,3727,708
5332,3728,708
5333,3728,708
5334,3728,708
5335,3728,708
5336,3728,708
5337,3728,708
5338,3728,708
5339,3728,708
5340,3728,708
5341,3728,708
5342,3728,708
5343,3728,708
5344,3728,708
5345,3728,708
5346,3728,708
5346,3729,708
5347,3729,708
5347,3730,708
5347,3731,708
5347,3731,709
5348,3731,709
5348,3732,709
5348,3733,709
5349,3733,709
5350,3733,709
5350,3734,709
5350,3735,709
5351,3735,709
5352,3735,709
5352,3735,710
5353,3735,710
5354,3735,710
5355,3735,710
5355,3736,710
5355,3737,710
5355,3738,710
5356,3738,710
5357,3738,710
5358,3738,710
5359,3738,710
5360,3738,710
5360,3739,710
5361,3739,710
5361,3740,710
5361,3741,710
5362,3741,710
5363,3741,710
5363,3742,710
5364,3742,710
5365,3742,710
5365,3743,710
5366,3743,710
5367,3743,710
5368,3743,710
5368,3744,710
5368,3744,711
5368,3745,711
5368,3746,711
5369,3746,711
5369,3747,711
5370,3747,711
5371,3747,711
5372,3747,711
5372,3748,711
5372,3749,711
5373,3749,711
5373,3750,711
5374,3750,711
5374,3750,712
5374,3751,712
5375,3751,712
5375,3752,712
5376,3752,712
5376,3753,712
5376,3754,712
5376,3755,712
5377,3755,712
5378,3755,712
5379,3755,712
5379,3756,712
5379,3757,712
5380,3757,712
5380,3758,712
5380,3759,712
5381,3759,712
5382,3759,712
5383,3759,712
5383,3760,712
5384,3760,712
5385,3760,712
5385,3761,712
5385,3762,712
5386,3762,712
5387,3762,712
5388,3762,712
5389,3762,712
5390,3762,712
5391,3762,712
5392,3762,712
5393,3762,712
5394,3762,712
5395,3762,712
5395,3763,712
5396,3763,712
5397,3763,712
5398,3763,712
5398,3764,712
5398,3765,712
5398,3766,712
5399,3766,712
5399,3767,712
5399,3768,712
5399,3769,712
5400,3769,712
5400,3770,712
5401,3770,712
5401,3771,712
5402,3771,712
5402,3772,712
5403,3772,712
5403,3773,712
5404,3773,712
5405,3773,712
5406,3773,712
5406,3774,712
5407,3774,712
5408,3774,712
5409,3774,712
5409,3775,712
5410,3775,712
5410,3776,712
5410,3777,712
5411,3777,712
5412,3777,712
5413,3777,712
5414,3777,712
5415,3777,712
5415,3778,712
5415,3779,712
5415,3780,712
5415,3781,712
5416,3781,712
5417,3781,712
5417,3782,712
5418,3782,712
5419,3782,712
5420,3782,712
5421,3782,712
5421,3783,712
5422,3783,712
5422,3784,712
5423,3784,712
5423,3785,712
5424,3785,712
5425,3785,712
5426,3785,712
5427,3785,712
5427,3786,712
5427,3787,712
5427,3788,712
5428,3788,712
5429,3788,712
5429,3789,712
5429,3790,712
5429,3791,712
5430,3791,712
5431,3791,712
5432,3791,712
5432,3792,712
5432,3793,712
5433,3793,712
5434,3793,712
5435,3793,712
5435,3794,712
5435,3795,712
5436,3795,712
5437,3795,712
5437,3796,712
5438,3796,712
5439,3796,712
5440,3796,712
5440,3796,713
5440,3797,713
5441,3797,713
5442,3797,713
5442,3798,713
5443,3798,713
5443,3798,714
5444,3798,714
5444,3798,715
5445,3798,715
5446,3798,715
5446,3799,715
5447,3799,715
5447,3799,716
5448,3799,716
5448,3800,716
5448,3800,717
5448,3801,717
5449,3801,717
5450,3801,717
5451,3801,717
5452,3801,717
5453,3801,717
5453,3802,717
5453,3803,717
5453,3804,717
5454,3804,717
5455,3804,717
5456,3804,717
5456,3805,717
5456,3806,717
5456,3806,718
5456,3806,719
5457,3806,719
5457,3807,719
5457,3808,719
5458,3808,719
5459,3808,719
5459,3809,719
5460,3809,719
5461,3809,719
5462,3809,719
5462,3810,719
5463,3810,719
5464,3810,719
5464,3811,719
5465,3811,719
5465,3812,719
5465,3813,719
5466,3813,719
5467,3813,719
5467,3814,719
