# Wins,# Losses,# Ties
1283,747,216
1283,748,216
1283,749,216
1283,749,217
1284,749,217
1285,749,217
1286,749,217
1287,749,217
1288,749,217
1288,750,217
1289,750,217
1290,750,217
1290,751,217
1290,752,217
1291,752,217
1292,752,217
1293,752,217
1293,753,217
1293,754,217
1293,755,217
1294,755,217
1294,756,217
1295,756,217
1296,756,217
1297,756,217
1297,757,217
1297,758,217
1298,758,217
1299,758,217
1300,758,217
1301,758,217
1302,758,217
1302,759,217
1303,759,217
1303,760,217
1304,760,217
1304,760,218
1304,761,218
1305,761,218
1305,762,218
1305,763,218
1305,764,218
1306,764,218
1307,764,218
1308,764,218
1309,764,218
1309,765,218
1310,765,218
1310,766,218
1311,766,218
1311,767,218
1312,767,218
1313,767,218
1314,767,218
1315,767,218
1316,767,218
1316,768,218
1316,769,218
1317,769,218
1317,770,218
1318,770,218
1318,771,218
1319,771,218
1320,771,218
1321,771,218
1322,771,218
1322,772,218
1322,773,218
1323,773,218
1323,774,218
1323,774,219
1323,775,219
1324,775,219
1325,775,219
1326,775,219
1326,776,219
1326,777,219
1327,777,219
1328,777,219
1329,777,219
1330,777,219
1331,777,219
1332,777,219
1332,777,220
1333,777,220
1333,778,220
1334,778,220
1335,778,220
1335,779,220
1336,779,220
1336,780,220
1337,780,220
1337,781,220
1337,781,221
1337,782,221
1337,783,221
1337,784,221
1338,784,221
1339,784,221
1340,784,221
1341,784,221
1342,784,221
1342,785,221
1343,785,221
1344,785,221
1345,785,221
1345,786,221
1346,786,221
1346,787,221
1347,787,221
1348,787,221
1349,787,221
1350,787,221
1350,788,221
1351,788,221
1352,788,221
1353,788,221
1354,788,221
1355,788,221
1356,788,221
1357,788,221
1358,788,221
1358,789,221
1359,789,221
1359,790,221
1360,790,221
1360,791,221
1361,791,221
1362,791,221
1363,791,221
1364,791,221
1365,791,221
1366,791,221
1367,791,221
1368,791,221
1369,791,221
1369,792,221
1369,793,221
1370,793,221
1370,794,221
1371,794,221
1372,794,221
1373,794,221
1374,794,221
1374,795,221
1374,796,221
1374,797,221
1375,797,221
1376,797,221
1376,798,221
1377,798,221
1377,799,221
1378,799,221
1379,799,221
1379,800,221
1379,801,221
1380,801,221
1381,801,221
1382,801,221
1383,801,221
1383,802,221
1383,803,221
1384,803,221
1385,803,221
1385,804,221
1385,805,221
1386,805,221
1386,806,221
1386,807,221
1387,807,221
1388,807,221
1389,807,221
1389,807,222
1390,807,222
1390,808,222
1390,809,222
1391,809,222
1392,809,222
1392,810,222
1393,810,222
1394,810,222
1395,810,222
1396,810,222
1397,810,222
1398,810,222
1399,810,222
1399,811,222
1399,812,222
1399,812,223
1400,812,223
1400,813,223
1400,814,223
1401,814,223
1401,815,223
1401,816,223
1402,816,223
1402,817,223
1403,817,223
1404,817,223
1405,817,223
1406,817,223
1407,817,223
1408,817,223
1408,818,223
1408,819,223
1409,819,223
1410,819,223
1410,820,223
1411,820,223
1412,820,223
1413,820,223
1413,820,224
1413,821,224
1414,821,224
1415,821,224
1416,821,224
1417,821,224
1417,822,224
1418,822,224
1419,822,224
1420,822,224
1421,822,224
1421,823,224
1422,823,224
1423,823,224
1424,823,224
1425,823,224
1426,823,224
1427,823,224
1427,824,224
1428,824,224
1428,824,225
1429,824,225
1430,824,225
1431,824,225
1432,824,225
1433,824,225
1434,824,225
1434,825,225
1435,825,225
1435,825,226
1435,825,227
1435,826,227
1436,826,227
1436,826,228
1437,826,228
1437,826,229
1437,826,230
1437,827,230
1437,828,230
1438,828,230
1438,829,230
1439,829,230
1439,830,230
1439,831,230
1440,831,230
1441,831,230
1442,831,230
1442,832,230
1443,832,230
1443,833,230
1444,833,230
1445,833,230
1445,834,230
1446,834,230
1446,835,230
1446,836,230
1447,836,230
1447,837,230
1447,838,230
1447,839,230
1448,839,230
1449,839,230
1450,839,230
1450,840,230
1450,841,230
1451,841,230
1452,841,230
1452,842,230
1453,842,230
1454,842,230
1455,842,230
1456,842,230
1457,842,230
1458,842,230
1459,842,230
1460,842,230
1460,843,230
1460,843,231
1461,843,231
1462,843,231
1463,843,231
1463,844,231
1464,844,231
1464,845,231
1465,845,231
1466,845,231
1467,845,231
1468,845,231
1469,845,231
1469,846,231
1469,847,231
1470,847,231
1471,847,231
1472,847,231
1473,847,231
1474,847,231
1475,847,231
1475,848,231
1476,848,231
1477,848,231
1478,848,231
1478,849,231
1479,849,231
1480,849,231
1481,849,231
1482,849,231
1483,849,231
1484,849,231
1485,849,231
1486,849,231
1487,849,231
1488,849,231
1488,850,231
1489,850,231
1489,850,232
1489,851,232
1490,851,232
1491,851,232
1492,851,232
1492,852,232
1493,852,232
1493,853,232
1494,853,232
1494,854,232
1494,854,233
1494,855,233
1494,856,233
1494,857,233
1494,858,233
1495,858,233
1496,858,233
1497,858,233
1498,858,233
1498,859,233
1499,859,233
1500,859,233
1500,860,233
1501,860,233
1502,860,233
1503,860,233
1504,860,233
1505,860,233
1506,860,233
1507,860,233
1507,861,233
1508,861,233
1508,862,233
1508,863,233
1509,863,233
1509,864,233
1510,864,233
1510,864,234
1511,864,234
1512,864,234
1512,865,234
1512,866,234
1513,866,234
1514,866,234
1515,866,234
1515,866,235
1515,867,235
1516,867,235
1517,867,235
1518,867,235
1518,868,235
1519,868,235
1519,868,236
1519,869,236
1519,870,236
1520,870,236
1521,870,236
1522,870,236
1522,871,236
1522,872,236
1522,873,236
1522,874,236
1523,874,236
1523,874,237
1523,875,237
1524,875,237
1525,875,237
1526,875,237
1526,876,237
1527,876,237
1528,876,237
1529,876,237
1529,877,237
1529,878,237
1529,878,238
1530,878,238
1530,879,238
1531,879,238
1532,879,238
1533,879,238
1534,879,238
1534,879,239
1534,879,240
1534,880,240
1535,880,240
1535,881,240
1536,881,240
1536,882,240
1537,882,240
1538,882,240
1539,882,240
1540,882,240
1541,882,240
1542,882,240
1543,882,240
1543,882,241
1544,882,241
1545,882,241
1545,882,242
1545,882,243
1545,883,243
1546,883,243
1546,884,243
1546,885,243
1547,885,243
1548,885,243
1549,885,243
1550,885,243
1550,886,243
1550,887,243
1551,887,243
1552,887,243
1553,887,243
1553,888,243
1553,889,243
1553,890,243
1554,890,243
1554,890,244
1555,890,244
1555,891,244
1556,891,244
1556,891,245
1556,892,245
1557,892,245
1558,892,245
1558,893,245
1558,894,245
1559,894,245
1559,895,245
1559,896,245
1560,896,245
1560,896,246
1560,896,247
1560,897,247
1560,898,247
1561,898,247
1562,898,247
1563,898,247
1564,898,247
1565,898,247
1565,899,247
1565,900,247
1565,901,247
1566,901,247
1566,902,247
1567,902,247
1567,903,247
1567,904,247
1567,904,248
1568,904,248
1569,904,248
1570,904,248
1570,904,249
1571,904,249
1571,905,249
1571,906,249
1571,907,249
1572,907,249
1573,907,249
1574,907,249
1574,908,249
1574,909,249
1575,909,249
1575,910,249
1575,911,249
1576,911,249
1577,911,249
1577,911,250
1577,912,250
1578,912,250
1579,912,250
1579,913,250
1579,914,250
1580,914,250
1581,914,250
1582,914,250
1583,914,250
1583,914,251
1584,914,251
1585,914,251
1585,914,252
1586,914,252
1587,914,252
1588,914,252
1588,915,252
1588,916,252
1588,917,252
1588,918,252
1589,918,252
1589,919,252
1590,919,252
1591,919,252
1591,920,252
1591,921,252
1592,921,252
1593,921,252
1593,922,252
1594,922,252
1595,922,252
1595,923,252
1596,923,252
1596,924,252
1597,924,252
1598,924,252
1599,924,252
1599,925,252
1599,926,252
1599,927,252
1599,928,252
1600,928,252
1600,929,252
1600,930,252
1600,931,252
1600,932,252
1601,932,252
1602,932,252
1603,932,252
1604,932,252
1605,932,252
1606,932,252
1607,932,252
1607,933,252
1608,933,252
1608,934,252
1609,934,252
1610,934,252
1611,934,252
1612,934,252
1612,935,252
1613,935,252
1613,936,252
1614,936,252
1615,936,252
1615,937,252
1616,937,252
1616,938,252
1616,939,252
1616,940,252
1616,941,252
1616,942,252
1616,943,252
1616,944,252
1617,944,252
1617,944,253
1617,945,253
1617,946,253
1618,946,253
1618,947,253
1619,947,253
1620,947,253
1621,947,253
1622,947,253
1623,947,253
1623,948,253
1623,948,254
1624,948,254
1624,949,254
1625,949,254
1626,949,254
1627,949,254
1627,950,254
1627,951,254
1627,952,254
1627,953,254
1628,953,254
1629,953,254
1630,953,254
1630,954,254
1630,955,254
1630,956,254
1631,956,254
1632,956,254
1633,956,254
1634,956,254
1634,956,255
1634,957,255
1634,958,255
1634,958,256
1634,959,256
1634,960,256
1635,960,256
1636,960,256
1637,960,256
1637,961,256
1637,962,256
1637,963,256
1638,963,256
1638,964,256
1639,964,256
1640,964,256
1641,964,256
1642,964,256
1642,965,256
1643,965,256
1644,965,256
1645,965,256
1646,965,256
1647,965,256
1647,965,257
1647,966,257
1648,966,257
1649,966,257
1650,966,257
1650,967,257
1651,967,257
1651,968,257
1651,969,257
1651,970,257
1652,970,257
1653,970,257
1654,970,257
1654,971,257
1655,971,257
1655,972,257
1655,973,257
1656,973,257
1657,973,257
1658,973,257
1658,974,257
1659,974,257
1660,974,257
1661,974,257
1662,974,257
1663,974,257
1663,975,257
1663,976,257
1663,976,258
1664,976,258
1665,976,258
1666,976,258
1667,976,258
1668,976,258
1669,976,258
1670,976,258
1670,977,258
1670,978,258
1671,978,258
1671,979,258
1672,979,258
1673,979,258
1674,979,258
1674,980,258
1675,980,258
1676,980,258
1677,980,258
1678,980,258
1679,980,258
1679,981,258
1680,981,258
1680,981,259
1681,981,259
1682,981,259
1683,981,259
1684,981,259
1684,981,260
1685,981,260
1685,982,260
1686,982,260
1686,983,260
1686,984,260
1686,985,260
1686,986,260
1686,987,260
1686,988,260
1686,989,260
1686,990,260
1686,990,261
1687,990,261
1688,990,261
1688,991,261
1688,992,261
1688,992,262
1688,993,262
1689,993,262
1689,994,262
1689,995,262
1689,996,262
1689,997,262
1690,997,262
1690,998,262
1691,998,262
1691,999,262
1692,999,262
1692,999,263
1692,1000,263
1693,1000,263
1693,1001,263
1694,1001,263
1695,1001,263
1696,1001,263
1696,1001,264
1696,1002,264
1697,1002,264
1697,1003,264
1697,1004,264
1697,1004,265
1697,1005,265
1698,1005,265
1699,1005,265
1700,1005,265
1701,1005,265
1702,1005,265
1702,1006,265
1702,1007,265
1702,1008,265
1702,1009,265
1703,1009,265
1704,1009,265
1705,1009,265
1705,1010,265
1705,1011,265
1705,1012,265
1705,1012,266
1706,1012,266
1706,1013,266
1706,1014,266
1706,1015,266
1707,1015,266
1708,1015,266
1708,1016,266
1708,1016,267
1709,1016,267
1709,1017,267
1710,1017,267
1711,1017,267
1712,1017,267
1713,1017,267
1714,1017,267
1714,1017,268
1714,1017,269
1715,1017,269
1716,1017,269
1716,1018,269
1717,1018,269
1718,1018,269
1719,1018,269
1719,1019,269
1719,1020,269
1719,1020,270
1719,1020,271
1720,1020,271
1721,1020,271
1721,1021,271
1721,1021,272
1722,1021,272
1723,1021,272
1723,1021,273
1724,1021,273
1724,1022,273
1724,1023,273
1724,1024,273
1725,1024,273
1726,1024,273
1727,1024,273
1728,1024,273
1728,1025,273
1729,1025,273
1729,1026,273
1729,1027,273
1730,1027,273
1731,1027,273
1731,1028,273
1732,1028,273
1732,1029,273
1733,1029,273
1733,1030,273
1734,1030,273
1735,1030,273
1736,1030,273
1736,1031,273
1736,1032,273
1737,1032,273
1738,1032,273
1738,1033,273
1739,1033,273
1740,1033,273
1741,1033,273
1742,1033,273
1742,1034,273
1742,1035,273
1743,1035,273
1743,1035,274
1744,1035,274
1744,1036,274
1744,1037,274
1744,1037,275
1744,1038,275
1744,1038,276
1744,1039,276
1744,1040,276
1745,1040,276
1746,1040,276
1746,1040,277
1747,1040,277
1748,1040,277
1749,1040,277
1750,1040,277
1750,1041,277
1750,1042,277
1750,1043,277
1750,1044,277
1751,1044,277
1752,1044,277
1752,1045,277
1753,1045,277
1754,1045,277
1755,1045,277
1755,1046,277
1756,1046,277
1756,1047,277
1756,1047,278
1757,1047,278
1757,1048,278
1758,1048,278
1759,1048,278
1759,1049,278
1759,1050,278
1760,1050,278
1761,1050,278
1761,1051,278
1761,1052,278
1762,1052,278
1763,1052,278
1763,1053,278
1764,1053,278
1764,1054,278
1765,1054,278
1766,1054,278
1767,1054,278
1767,1055,278
1767,1055,279
1767,1056,279
1768,1056,279
1768,1057,279
1768,1058,279
1768,1059,279
1768,1060,279
1769,1060,279
1770,1060,279
1771,1060,279
1771,1061,279
1772,1061,279
1772,1062,279
1772,1063,279
1773,1063,279
1774,1063,279
1775,1063,279
1775,1064,279
1775,1065,279
1776,1065,279
1777,1065,279
1777,1066,279
1777,1067,279
1778,1067,279
1778,1068,279
1778,1069,279
1779,1069,279
1779,1070,279
1780,1070,279
1780,1071,279
1780,1072,279
1780,1073,279
1781,1073,279
1782,1073,279
1783,1073,279
1784,1073,279
1785,1073,279
1785,1074,279
1786,1074,279
1787,1074,279
1787,1075,279
1787,1076,279
1788,1076,279
1789,1076,279
1789,1077,279
1789,1078,279
1790,1078,279
1790,1079,279
1791,1079,279
1792,1079,279
1792,1080,279
1793,1080,279
1793,1080,280
1794,1080,280
1794,1081,280
1795,1081,280
1795,1082,280
1795,1083,280
1795,1084,280
1796,1084,280
1796,1085,280
1796,1086,280
1796,1087,280
1797,1087,280
1798,1087,280
1798,1088,280
1798,1089,280
1799,1089,280
1800,1089,280
1801,1089,280
1802,1089,280
1803,1089,280
1803,1090,280
1804,1090,280
1805,1090,280
1805,1091,280
1806,1091,280
1806,1092,280
1806,1093,280
1806,1093,281
1807,1093,281
1807,1094,281
1808,1094,281
1809,1094,281
1810,1094,281
1811,1094,281
1812,1094,281
1813,1094,281
1814,1094,281
1815,1094,281
1815,1095,281
1816,1095,281
1816,1096,281
1817,1096,281
1818,1096,281
1819,1096,281
1819,1097,281
1820,1097,281
1820,1098,281
1820,1098,282
1821,1098,282
1822,1098,282
1822,1099,282
1823,1099,282
1824,1099,282
1825,1099,282
1825,1100,282
1825,1101,282
1826,1101,282
1826,1102,282
1826,1103,282
1826,1104,282
1826,1105,282
1827,1105,282
1828,1105,282
1829,1105,282
1829,1106,282
1830,1106,282
1831,1106,282
1831,1106,283
1831,1107,283
1832,1107,283
1832,1108,283
1832,1109,283
1832,1110,283
1833,1110,283
1833,1111,283
1834,1111,283
1835,1111,283
1835,1112,283
1836,1112,283
1836,1113,283
1836,1114,283
1837,1114,283
1837,1115,283
1838,1115,283
1838,1116,283
1838,1117,283
1838,1118,283
1838,1119,283
1839,1119,283
1839,1120,283
1839,1121,283
1839,1121,284
1840,1121,284
1841,1121,284
1841,1122,284
1842,1122,284
1843,1122,284
1844,1122,284
1844,1123,284
1845,1123,284
1846,1123,284
1847,1123,284
1848,1123,284
1849,1123,284
1849,1124,284
1849,1125,284
1850,1125,284
1850,1126,284
1851,1126,284
1851,1127,284
1852,1127,284
1853,1127,284
1854,1127,284
1855,1127,284
1856,1127,284
1857,1127,284
1857,1128,284
1858,1128,284
1858,1129,284
1859,1129,284
1860,1129,284
1861,1129,284
1861,1129,285
1861,1130,285
1862,1130,285
1863,1130,285
1864,1130,285
1864,1131,285
1865,1131,285
1866,1131,285
1867,1131,285
1868,1131,285
1868,1132,285
1868,1133,285
1868,1134,285
1868,1134,286
1869,1134,286
1869,1134,287
1869,1135,287
1869,1135,288
1869,1136,288
1869,1137,288
1870,1137,288
1870,1138,288
1871,1138,288
1872,1138,288
1872,1139,288
1872,1140,288
1873,1140,288
1874,1140,288
1874,1140,289
1874,1140,290
1875,1140,290
1875,1141,290
1875,1142,290
1875,1143,290
1876,1143,290
1877,1143,290
1878,1143,290
1879,1143,290
1879,1144,290
1879,1145,290
1880,1145,290
1881,1145,290
1882,1145,290
1883,1145,290
1884,1145,290
1884,1146,290
1885,1146,290
1885,1146,291
1885,1147,291
1886,1147,291
1887,1147,291
1887,1148,291
1887,1148,292
1888,1148,292
1889,1148,292
1890,1148,292
1891,1148,292
1892,1148,292
1893,1148,292
1894,1148,292
1894,1149,292
1894,1150,292
1895,1150,292
1895,1151,292
1896,1151,292
1897,1151,292
1897,1151,293
1898,1151,293
1899,1151,293
1900,1151,293
1901,1151,293
1901,1152,293
1902,1152,293
1903,1152,293
1904,1152,293
1904,1153,293
1904,1154,293
1905,1154,293
1906,1154,293
1907,1154,293
1907,1155,293
1908,1155,293
1909,1155,293
1910,1155,293
1911,1155,293
1912,1155,293
1913,1155,293
1914,1155,293
1915,1155,293
1916,1155,293
1917,1155,293
1918,1155,293
1919,1155,293
1919,1156,293
1919,1157,293
1919,1158,293
1920,1158,293
1921,1158,293
1921,1159,293
1922,1159,293
1922,1159,294
1923,1159,294
1923,1160,294
1924,1160,294
1924,1161,294
1925,1161,294
1926,1161,294
1926,1162,294
1926,1163,294
1926,1164,294
1926,1165,294
1927,1165,294
1927,1166,294
1927,1167,294
1927,1168,294
1928,1168,294
1928,1169,294
1929,1169,294
1929,1170,294
1930,1170,294
1931,1170,294
1932,1170,294
1933,1170,294
1934,1170,294
1934,1171,294
1935,1171,294
1935,1172,294
1936,1172,294
1937,1172,294
1937,1173,294
1938,1173,294
1939,1173,294
1939,1174,294
1939,1175,294
1940,1175,294
1940,1176,294
1940,1177,294
1941,1177,294
1942,1177,294
1942,1178,294
1942,1179,294
1943,1179,294
1944,1179,294
1945,1179,294
1945,1180,294
1945,1181,294
1946,1181,294
1946,1182,294
1947,1182,294
1947,1183,294
1948,1183,294
1949,1183,294
1950,1183,294
1951,1183,294
1952,1183,294
1953,1183,294
1954,1183,294
1954,1184,294
1954,1185,294
1955,1185,294
1955,1185,295
1956,1185,295
1957,1185,295
1958,1185,295
1958,1186,295
1958,1187,295
1958,1188,295
1958,1189,295
1958,1190,295
1958,1191,295
1959,1191,295
1960,1191,295
1960,1192,295
1961,1192,295
1961,1193,295
1962,1193,295
1963,1193,295
1964,1193,295
1964,1194,295
1965,1194,295
1966,1194,295
1967,1194,295
1968,1194,295
1969,1194,295
1970,1194,295
1971,1194,295
1971,1195,295
1972,1195,295
1973,1195,295
1973,1196,295
1973,1197,295
1974,1197,295
1974,1198,295
1975,1198,295
1976,1198,295
1977,1198,295
1977,1199,295
1977,1200,295
1977,1201,295
1978,1201,295
1979,1201,295
1980,1201,295
1980,1202,295
1980,1202,296
1981,1202,296
1982,1202,296
1983,1202,296
1984,1202,296
1985,1202,296
1985,1202,297
1986,1202,297
1987,1202,297
1988,1202,297
1989,1202,297
1989,1203,297
1990,1203,297
1990,1204,297
1991,1204,297
1991,1205,297
1991,1206,297
1992,1206,297
1993,1206,297
1994,1206,297
1994,1207,297
1994,1208,297
1994,1209,297
1995,1209,297
1996,1209,297
1997,1209,297
1997,1210,297
1997,1211,297
1998,1211,297
1999,1211,297
1999,1212,297
2000,1212,297
2000,1213,297
2000,1214,297
2000,1215,297
2001,1215,297
2002,1215,297
2003,1215,297
2003,1216,297
2003,1217,297
2003,1218,297
2004,1218,297
2005,1218,297
2006,1218,297
2006,1219,297
2006,1220,297
2006,1221,297
2007,1221,297
2008,1221,297
2008,1222,297
2009,1222,297
2010,1222,297
2010,1223,297
2010,1224,297
2011,1224,297
2012,1224,297
2012,1225,297
2012,1226,297
2012,1227,297
2012,1228,297
2013,1228,297
2013,1229,297
2013,1230,297
2013,1231,297
2013,1232,297
2013,1233,297
2013,1234,297
2014,1234,297
2014,1235,297
2014,1236,297
2014,1236,298
2015,1236,298
2015,1237,298
2015,1238,298
2015,1238,299
2015,1238,300
2015,1239,300
2015,1239,301
2016,1239,301
2016,1240,301
2016,1241,301
2016,1241,302
2016,1242,302
2016,1243,302
2017,1243,302
2018,1243,302
2019,1243,302
2020,1243,302
2021,1243,302
2022,1243,302
2022,1244,302
2023,1244,302
2023,1245,302
2024,1245,302
2024,1245,303
2024,1246,303
2025,1246,303
2025,1247,303
2025,1248,303
2026,1248,303
2027,1248,303
2027,1249,303
2027,1250,303
2027,1251,303
2028,1251,303
2029,1251,303
2030,1251,303
2031,1251,303
2032,1251,303
2032,1252,303
2032,1253,303
2032,1254,303
2032,1255,303
2033,1255,303
2034,1255,303
2034,1256,303
2034,1257,303
2035,1257,303
2035,1258,303
2036,1258,303
2036,1259,303
2037,1259,303
2038,1259,303
2038,1259,304
2039,1259,304
2039,1260,304
2040,1260,304
2040,1261,304
2041,1261,304
2041,1261,305
2042,1261,305
2042,1261,306
2043,1261,306
2043,1261,307
2044,1261,307
2045,1261,307
2046,1261,307
2046,1262,307
2047,1262,307
2047,1263,307
2048,1263,307
2048,1264,307
2048,1265,307
2048,1266,307
2049,1266,307
2050,1266,307
2051,1266,307
2052,1266,307
2052,1267,307
2052,1268,307
2053,1268,307
2053,1269,307
2054,1269,307
2055,1269,307
2055,1270,307
2056,1270,307
2056,1271,307
2057,1271,307
2058,1271,307
2058,1272,307
2058,1273,307
2059,1273,307
2060,1273,307
2061,1273,307
2062,1273,307
2062,1274,307
2062,1274,308
2063,1274,308
2064,1274,308
2065,1274,308
2065,1275,308
2066,1275,308
2066,1276,308
2066,1277,308
2067,1277,308
2067,1278,308
2068,1278,308
2068,1279,308
2068,1280,308
2068,1280,309
2069,1280,309
2070,1280,309
2071,1280,309
2071,1281,309
2072,1281,309
2073,1281,309
2074,1281,309
2075,1281,309
2075,1282,309
2075,1283,309
2075,1283,310
2076,1283,310
2076,1284,310
2076,1285,310
2077,1285,310
2078,1285,310
2079,1285,310
2079,1286,310
2080,1286,310
2080,1287,310
2080,1288,310
2081,1288,310
2081,1289,310
2082,1289,310
2082,1289,311
2082,1290,311
2082,1290,312
2083,1290,312
2083,1291,312
2084,1291,312
2085,1291,312
2085,1292,312
2085,1293,312
2085,1294,312
2086,1294,312
2087,1294,312
2087,1295,312
2088,1295,312
2088,1296,312
2089,1296,312
2090,1296,312
2091,1296,312
2092,1296,312
2092,1297,312
2092,1298,312
2093,1298,312
2094,1298,312
2094,1299,312
2095,1299,312
2095,1300,312
2096,1300,312
2096,1301,312
2097,1301,312
2097,1302,312
2097,1303,312
2098,1303,312
2099,1303,312
2100,1303,312
2101,1303,312
2101,1304,312
2102,1304,312
2103,1304,312
2104,1304,312
2104,1304,313
2105,1304,313
2105,1305,313
2105,1306,313
2105,1307,313
2106,1307,313
2107,1307,313
2107,1308,313
2108,1308,313
2108,1309,313
2109,1309,313
2109,1310,313
2109,1311,313
2110,1311,313
2110,1312,313
2110,1313,313
2110,1314,313
2111,1314,313
2112,1314,313
2113,1314,313
2114,1314,313
2114,1315,313
2114,1316,313
2114,1317,313
2115,1317,313
2115,1317,314
2115,1318,314
2116,1318,314
2117,1318,314
2118,1318,314
2118,1319,314
2118,1320,314
2119,1320,314
2119,1321,314
2120,1321,314
2120,1322,314
2121,1322,314
2122,1322,314
2123,1322,314
2124,1322,314
2124,1323,314
2125,1323,314
2125,1324,314
2126,1324,314
2126,1325,314
2126,1326,314
2126,1327,314
2126,1328,314
2126,1329,314
2126,1329,315
2126,1330,315
2126,1331,315
2126,1332,315
2127,1332,315
2127,1332,316
2128,1332,316
2129,1332,316
2129,1333,316
2130,1333,316
2131,1333,316
2132,1333,316
2133,1333,316
2133,1334,316
2134,1334,316
2135,1334,316
2135,1335,316
2135,1336,316
2136,1336,316
2136,1337,316
2136,1337,317
2137,1337,317
2137,1338,317
2138,1338,317
2138,1339,317
2139,1339,317
2139,1339,318
2140,1339,318
2141,1339,318
2142,1339,318
2142,1340,318
2143,1340,318
2143,1341,318
2143,1342,318
2143,1343,318
2143,1344,318
2144,1344,318
2145,1344,318
2146,1344,318
2147,1344,318
2147,1345,318
2147,1346,318
2148,1346,318
2149,1346,318
2150,1346,318
2150,1347,318
2151,1347,318
2152,1347,318
2153,1347,318
2154,1347,318
2154,1348,318
2155,1348,318
2156,1348,318
2156,1349,318
2157,1349,318
2157,1349,319
2158,1349,319
2159,1349,319
2160,1349,319
2160,1350,319
2161,1350,319
2162,1350,319
2163,1350,319
2164,1350,319
2164,1351,319
2165,1351,319
2165,1352,319
2166,1352,319
2166,1352,320
2166,1353,320
2166,1354,320
2167,1354,320
2167,1355,320
2167,1356,320
2167,1357,320
2168,1357,320
2169,1357,320
2170,1357,320
2170,1358,320
2170,1359,320
2170,1359,321
2171,1359,321
2171,1360,321
2172,1360,321
2173,1360,321
2174,1360,321
2175,1360,321
2175,1361,321
2176,1361,321
2176,1362,321
2177,1362,321
2178,1362,321
2179,1362,321
2180,1362,321
2181,1362,321
2182,1362,321
2182,1363,321
2182,1364,321
2182,1365,321
2183,1365,321
2183,1366,321
2183,1367,321
2184,1367,321
2185,1367,321
2185,1367,322
2185,1367,323
2185,1367,324
2186,1367,324
2187,1367,324
2188,1367,324
2188,1367,325
2188,1368,325
2189,1368,325
2190,1368,325
2191,1368,325
2191,1369,325
2191,1370,325
2191,1371,325
2191,1371,326
2191,1372,326
2191,1373,326
2192,1373,326
2193,1373,326
2193,1374,326
2194,1374,326
2195,1374,326
2196,1374,326
2197,1374,326
2198,1374,326
2198,1375,326
2199,1375,326
2199,1376,326
2200,1376,326
2200,1377,326
2200,1378,326
2201,1378,326
2202,1378,326
2202,1379,326
2203,1379,326
2203,1380,326
2203,1381,326
2204,1381,326
2204,1382,326
2204,1383,326
2204,1384,326
2205,1384,326
2206,1384,326
2207,1384,326
2207,1385,326
2208,1385,326
2209,1385,326
2209,1386,326
2210,1386,326
2211,1386,326
2211,1387,326
2212,1387,326
2213,1387,326
2213,1388,326
2213,1389,326
2213,1389,327
2214,1389,327
2214,1390,327
2215,1390,327
2215,1391,327
2215,1392,327
2216,1392,327
2216,1393,327
2216,1394,327
2216,1395,327
2216,1395,328
2216,1395,329
2217,1395,329
2218,1395,329
2219,1395,329
2219,1396,329
2220,1396,329
2220,1396,330
2220,1397,330
2220,1398,330
2220,1399,330
2221,1399,330
2222,1399,330
2223,1399,330
2224,1399,330
2224,1400,330
2224,1401,330
2224,1402,330
2225,1402,330
2225,1403,330
2225,1404,330
2225,1405,330
2226,1405,330
2226,1405,331
2227,1405,331
2228,1405,331
2228,1406,331
2229,1406,331
2230,1406,331
2231,1406,331
2232,1406,331
2233,1406,331
2234,1406,331
2235,1406,331
2236,1406,331
2237,1406,331
2237,1407,331
2238,1407,331
2238,1407,332
2238,1408,332
2238,1409,332
2239,1409,332
2240,1409,332
2240,1409,333
2240,1409,334
2241,1409,334
2241,1410,334
2242,1410,334
2242,1411,334
2243,1411,334
2244,1411,334
2244,1412,334
2244,1413,334
2245,1413,334
2246,1413,334
2246,1414,334
2246,1414,335
2246,1415,335
2246,1416,335
2246,1417,335
2247,1417,335
2247,1418,335
2247,1419,335
2248,1419,335
2248,1420,335
2248,1421,335
2249,1421,335
2250,1421,335
2250,1422,335
2250,1423,335
2250,1424,335
2250,1424,336
2251,1424,336
2252,1424,336
2252,1425,336
2252,1425,337
2252,1425,338
2253,1425,338
2254,1425,338
2254,1426,338
2254,1427,338
2255,1427,338
2255,1427,339
2255,1428,339
2255,1428,340
2255,1429,340
2256,1429,340
2257,1429,340
2257,1430,340
2257,1431,340
2258,1431,340
2258,1432,340
2258,1433,340
2259,1433,340
2260,1433,340
2261,1433,340
2261,1434,340
2261,1435,340
2261,1436,340
2261,1437,340
2262,1437,340
2263,1437,340
2263,1438,340
2263,1439,340
2263,1440,340
2263,1441,340
2263,1442,340
2264,1442,340
2264,1443,340
2264,1444,340
2265,1444,340
2266,1444,340
2266,1445,340
2266,1446,340
2267,1446,340
2268,1446,340
2269,1446,340
2269,1446,341
2269,1447,341
2270,1447,341
2271,1447,341
2272,1447,341
2273,1447,341
2273,1448,341
2274,1448,341
2274,1449,341
2274,1449,342
2275,1449,342
2276,1449,342
2276,1450,342
2276,1451,342
2276,1452,342
2276,1453,342
2276,1454,342
2276,1455,342
2277,1455,342
2278,1455,342
2279,1455,342
2280,1455,342
2281,1455,342
2281,1456,342
2281,1457,342
2282,1457,342
